Título,Fecha,Formato,idTutor,Tutor,Instit_Tutor,idRevisor,Revisor,Instit_Revisor,Nota
Representaciones sociales sobre el aprendizaje en niños y niñas del medio rural de la localidad de San Antonio,29/12/2015,Pre-proyecto de investigación,8785,Daniela Carolina Diaz Santos,Instituto de Psicologìa de la Salud,8869,Karina Curione Bulla,Instituto de Fundamentos y Métodos en Psicología,10
Aprendizaje en organizaciones de Educación No Formal para Personas Adultas Mayores de Uruguay”,29/12/2015,Pre-proyecto de investigación,8934,Monica Sandra Llado Olivera,Instituto de Psicologìa Social,8965,Paola Segovia,Instituto de Psicología de la Salud,12
Hacia una elucidación del Trastorno Límite de la Personalidad. Su diagnóstico y tratamiento.,29/12/2015,Monografía,8872,Laura Lourdes De Souza Alonso,Instituto de Psicología Clínica,8913,Maria De Las Mercedes Couso Lingeri,Instituto de Psicología Clínica,9
"Las percepciones de los operadores que trabajan con niños, niñas y adolescentes en situación de calle respecto a los procesos de detección e identificación de situaciones de explotación sexual comercial",29/12/2015,Pre-proyecto de investigación,9458,Raquel Galeotti,Instituto de Psicologìa de la Salud,9006,Victor Alberto Giorgi Gomez,Instituto de Psicología de la Salud,12
Estudio de la Efectividad del Dispositivo Multifamiliar de Rehabilitación Psicosocial,29/12/2015,Pre-proyecto de investigación,8872,Laura Lourdes De Souza Alonso,Instituto de Psicología Clínica,8793,Denisse Dogmanas Perelman,Instituto de Psicología Clínica,9
La dolorosa pérdida de una ilusión. Pérdida gestacional.,30/12/2015,Monografía,9482,Maria Carolina Farias Rodriguez,Instituto de Psicología de la Salud,8941,Maria Josefa Pimienta Fernandez,Instituto de Psicología de la Salud,12
VINISTE un programa de estimulación cognitiva para niños en situación de discapacidad intelectual. Efectos en los adultos referentes.,01/04/2016,Artículo científico,8867,Karen Adriana Moreira Tricot,Instituto de Fundamentos y Métodos en Psicología,8911,Maria Jose Bagnato Nuñez,Instituto de Fundamentos y Métodos en Psicología,8
Racismo en personas afrodescendientes adultas mayores de la ciudad de Durazno,04/04/2016,Pre-proyecto de investigación,8935,Monica Elizabeth Olaza Lopez,Instituto de Fundamentos y Métodos en Psicología,8811,Fernando Berriel Taño,Instituto de Psicologìa Social,12
“ Aportes del psicoanálisis a la comprensión de la violencia y actos homicidas en la infancia”,04/04/2016,Monografía,8821,Gabriela Lilian Bruno Camares,Instituto de Psicología Clínica,8964,Maria Pilar Bacci Mañaricua,Instituto de Psicología de la Salud,8
"Violencia contra las mujeres. Un estudio sobre los dispositivos de atención disponibles en Montevideo, Uruguay",04/04/2016,Pre-proyecto de investigación,8728,Alejandra Lopez Gomez,Instituto de Psicología de la Salud,8942,Pablo Adrián López Gómez,Instituto de Psicología Clínica,11
Aportes para pensar la inclusión laboral y social de personas que padecen trastornos mentales. A partir de una experiencia práctica realizada en el Centro Psico social Pando en el marco del Programa de Practicantes y Residentes.,04/04/2016,Otro,8892,Luis Emilio Gimenez Guralnik,Instituto de Psicología de la Salud,8954,Nelson Jesus De Leon Lopez,Instituto de Psicologìa Social,10
Factores de Riesgo en el desarrollo de un Trastorno del Comportamiento Alimentario en Gimnasia Artística,04/04/2016,Pre-proyecto de investigación,8915,Maria Patricia Dominguez Perez,Instituto de Psicología Clínica,8721,Adriana Maria Tortorella Boliolo,Instituto de Psicología Clínica,10
Efectos de dinámicas grupales en el trabajo con equipos de direcciòn y adscripciòn en instituciones educativas del ciclo de enseñanza media,05/04/2016,Pre-proyecto de investigación,8896,Magdalena Estela Filgueira Emeric,"Instituto de Psicologìa, Educación y Desarrollo Humano",8743,Ana Luz Protesoni Vitancurt,Instituto de Psicología Clínica,12
Cuando la agroecología es movimiento: análisis psicosocial de campos en disputa,05/04/2016,Pre-proyecto de investigación,8735,Alicia Isabel Migliaro Gonzalez,Instituto de Psicología Social,8965,Paola Segovia,Instituto de Psicología de la Salud,10
Incidencia del racismo en la motivación y satisfacción laboral de trabajadores afrodescendientes,05/04/2016,Pre-proyecto de investigación,8935,Monica Elizabeth Olaza Lopez,Instituto de Fundamentos y Métodos en Psicología,8776,Clara Elizabeth Weisz Kohn,Instituto de Fundamentos y Métodos en Psicología,10
"Los pies en la tierra y el corazón con alas: intervención para la integración y convivencia social, desde la Bioenergética y el deporte en Aldeas Infantiles SOS Florida.",05/04/2016,Otro,8893,Luis Alberto Goncalvez Boggio,Instituto de Psicología Clínica,8823,Gabriela Etcheverry Catalogne,Instituto de Psicología Social,9
La relación entre el desempeño matemático y las actividades numéricas en el hogar: posibles influencias del sistema numérico aproximado y el nivel socioeconómico,05/04/2016,Artículo científico,8726,Maria Alejandra Carboni Roman,Instituto de Fundamentos y Métodos en Psicología,9241,Alvaro Jesus Cabana Fajardo,Instituto de Fundamentos y Métodos en Psicología,12
Bienestar y Felicidad a través de la danza. Un movimiento interno/externo que aporta a la calidad de vida.,05/04/2016,Monografía,8911,Maria Jose Bagnato Nuñez,Instituto de Fundamentos y Métodos en Psicología,8912,Maria Julia Perea Negreira,Instituto de Psicologìa Social,11
Prácticas de los profesionales de la Psicología en los centros para personas en situación de calle.,06/04/2016,Pre-proyecto de investigación,8855,Jorge Alvaro Chavez Bidart,Instituto de Fundamentos y Métodos en Psicología,8769,Laura Cecilia Baroni Piedra Buena,"Instituto de Psicología, Educación y Desarrollo Humano",9
Cómo motivar a adolescentes al ejercicio de su derecho a la participación ciudadana” Estudio de Casos Múltiples: Programa PROPIA .,06/04/2016,Pre-proyecto de investigación,8869,Karina Curione Bulla,Instituto de Fundamentos y Métodos en Psicología,8965,Paola Segovia,Instituto de Psicología de la Salud,12
Pensar el género. Propuesta de Intervención a través de un dispositivo grupal.,06/04/2016,Otro,8823,Gabriela Etcheverry Catalogne,Instituto de Psicología Social,8814,Fernando Texeira,Instituto de Psicología Social,9
"Un estudio psicoanalítico acerca del vínculo primario cuidador/a-niño/a, en relación a la historia libidinal en niños diagnosticados con TDA-H",06/04/2016,Pre-proyecto de investigación,8749,Andrea Clara Bielli Pallela,Instituto de Psicología Clínica,8942,Maria Pilar Bacci Mañaricua,Instituto de Psicología Clínica,9
Abuso sexual infantil desde la perspectiva del trauma y la disociación de la personalidad,06/04/2016,Monografía,9458,Raquel Galeotti,Instituto de Psicologìa de la Salud,8979,Rossana Blanco Falero,Instituto de Psicología de la Salud,9
Psicosociales de la Organización del Trabajo en Trabajadores de Call Center. El Síndrome de Burnout,07/04/2016,Monografía,8996,Silvia Virginia Franco Velazquez,Instituto de Psicologìa Social,8887,Lorena Funcasta Duce,Instituto de Psicologìa Social,8
Educación en Cárceles: construyendo una alternativa psico-socio-pedagógica para el trabajo con personas privadas de libertad,07/04/2016,Monografía,8999,Sonia Maria Mosquera Villamil,Instituto de Psicologìa Social,8906,Maria Ana Folle Chavannes,Instituto de Psicologìa Social,12
Motivación y abandono escolar en Educación Media,07/04/2016,Monografía,8869,Karina Curione Bulla,Instituto de Fundamentos y Métodos en Psicología,9013,Daniela Carolina Diaz Santos,"Instituto de Psicología, Educación y Desarrollo Humano",8
Cuál es el rol del psicólogo en el proceso de inclusión educativa de niños con discapacidad que asisten a escuelas comunes en Florida,07/04/2016,Pre-proyecto de investigación,8751,Andrea Jimena Viera Gomez,"Instituto de Psicología, Educación y Desarrollo Humano",8823,Yliana Zeballos Fernandez,Instituto de Psicología Social,10
La cultura del trabajo y la privación de libertad,07/04/2016,Monografía,8906,Maria Ana Folle Chavannes,Instituto de Psicología Social,8785,Gabriela Etcheverry Catalogne,Instituto de Psicología de la Salud,12
La elección de medicamentos como método de intento de autoeliminación (IAE) en adultos jóvenes de Montevideo,07/04/2016,Pre-proyecto de investigación,8749,Andrea Clara Bielli Pallela,Instituto de Psicología Clínica,8821,Gabriela Lilian Bruno Camares,Instituto de Psicología Clínica,4
Impactos de las políticas de reparación en quienes nacieron y/o vivieron durante su primera infancia en cautiverio político,07/04/2016,Pre-proyecto de investigación,8938,Maria Celia Robaina Sindin,Instituto de Psicología de la Salud,8999,Sonia Maria Mosquera Villamil,Instituto de Psicologìa Social,10
Análisis del plan de estudios y perfil de egreso actuales de la Escuela Militar en relación a las competencias necesarias para egresar como Oficial del Ejercito,07/04/2016,Pre-proyecto de investigación,8785,Daniela Carolina Diaz Santos,Instituto de Psicología de la Salud,8869,Karina Curione Bulla,Instituto de Fundamentos y Métodos en Psicología,10
La transferencia en el vínculo docente- alumno,07/04/2016,Monografía,8821,Gabriela Lilian Bruno Camares,Instituto de Psicología Clínica,8749,Andrea Clara Bielli Pallela,Instituto de Psicología Clínica,9
Legalización del cannabis en Uruguay: representaciones sociales y medios de comunicación.,07/04/2016,Artículo científico,8863,Juan Enrique Fernandez Romar,Instituto de Psicologìa Social,8777,Clara Alicia Netto Soares Netto,Instituto de Psicologìa Social,9
Factores de riesgo psicosociales y síndrome de burnout en trabajadores de CTI,07/04/2016,Pre-proyecto de investigación,8996,Silvia Virginia Franco Velazquez,Instituto de Psicologìa Social,8735,Alicia Isabel Migliaro Gonzalez,Instituto de Psicología Social,8
"ORIGEN, IMPLEMENTACIÓN E IMPACTOS DEL PLAN CAIF",07/04/2016,Monografía,8860,Jose Eduardo Viera Paparamborda,Instituto de Psicología de la Salud,9458,Raquel Galeotti,Instituto de Psicología de la Salud,5
Racismo y enfermedad mental. Influencia del estigma y la discriminación en la rehabilitación psicosocial de personas afrodescendientes con esquizofrenia.,08/04/2016,Pre-proyecto de investigación,8935,Monica Elizabeth Olaza Lopez,Instituto de Fundamentos y Métodos en Psicología,9001,Sylvia Norma Montañez Fierro,Instituto de Fundamentos y Métodos en Psicología,12
Género y Amor: Aportes desde la Interdisciplina para pensar la Clínica Psicoanalítica Vincular con Parejas,08/04/2016,Monografía,8779,Claudia Martinez Olhagaray,"Instituto de Psicología, Educación y Desarrollo Humano",8872,Laura Lourdes De Souza Alonso,Instituto de Psicología Clínica,11
Efectos de la musicoterapia en el ámbito familiar del adulto mayor con demencia,08/04/2016,Pre-proyecto de investigación,8973,Elbio Robert Perez Fernandez,Instituto de Psicologìa Social,8740,Ana Carina Rodriguez Dos Santos,Instituto de Psicologìa Social,12
La imagen del cuerpo envejecido mediatizado.,08/04/2016,Pre-proyecto de investigación,8744,Ana Maria Araujo Felice,Instituto de Fundamentos y Métodos en Psicología,8811,Fernando Berriel Taño,Instituto de Psicologìa Social,8
Perspectivas desde los modelos de atención y derechos humanos percibidas por los cuidadores formales de personas mayores con demencia,08/04/2016,Pre-proyecto de investigación,8973,Elbio Robert Perez Fernandez,Instituto de Psicologìa Social,8908,Maria Lidia Carbajal Morales,Instituto de Psicologìa Social,8
Prácticas de cuidado y exceso de discapacidad ¿qué aspectos del cuidado se ponen en juego para producir o delimitar el exceso de discapacidad?,08/04/2016,Pre-proyecto de investigación,8973,Elbio Robert Perez Fernandez,Instituto de Psicologìa Social,9560,Carolina Alondra Guidotti Gonzalez,Instituto de Psicologìa Social,11
el rol del psicólogo en la inclusión laboral de las Personas con Discapacidad Visual bajo la modalidad de empleo con apoyo,08/04/2016,Monografía,8799,Jose Eduardo Sivori Martinez,Instituto de Fundamentos y Métodos en Psicología,8859,Jorge Fernando Salvo Spinatelli,Instituto de Fundamentos y Métodos en Psicología,10
Estudio del acompañamiento psicológico a las víctimas de violencia doméstica aplicando la entrevista motivacional como herramienta de intervención psicológica en la ciudad de Artigas,11/04/2016,Pre-proyecto de investigación,8745,Anabel Lilian Beniscelli Taibo,Instituto de Psicología de la Salud,9458,Raquel Galeotti,Instituto de Psicología de la Salud,10
Estudio de prevalencia de la depresión materna en el primer año postparto,11/04/2016,Pre-proyecto de investigación,9482,Maria Carolina Farias Rodriguez,Instituto de Psicología de la Salud,8964,Pablo Adrián López Gómez,Instituto de Psicología de la Salud,11
Un estudio sobre la homoparentalidad. Nuevas cuestiones desde diferentes teorías.,11/04/2016,Monografía,8749,Andrea Clara Bielli Pallela,Instituto de Psicología Clínica,9240,Veronica Perez Horvath,Instituto de Psicología Clínica,10
El recuerdo adulto sobre el incesto.,11/04/2016,Monografía,8845,Irene Graciela Barros Vieitez,Instituto de Psicología Clínica,8942,Maria Pilar Bacci Mañaricua,Instituto de Psicología Clínica,12
Inclusión laboral de personas con TMSP: la percepción de los usuarios.,11/04/2016,Pre-proyecto de investigación,8793,Denisse Dogmanas Perelman,Instituto de Psicología Clínica,9240,Geraldina Silvana Pezzani Di Falco,Instituto de Psicología Clínica,12
El discurso del Capitalismo en la Teoría de Jacques Lacan,11/04/2016,Monografía,8741,Ana Luisa Hounie Gonzalez,Instituto de Psicología Clínica,8827,Veronica Perez Horvath,Instituto de Psicología Clínica,10
Inseguridad social; La incidencia de delitos violentos en victimas; aproximación a las formaciones subjetivas y psíquicas,11/04/2016,Pre-proyecto de investigación,8745,Anabel Lilian Beniscelli Taibo,Instituto de Psicología de la Salud,8839,Gustavo Daniel Conde Rosito,Instituto de Psicología de la Salud,9
Como transita el adolescente con discapacidad física su sexualidad?,11/04/2016,Pre-proyecto de investigación,8799,Jose Eduardo Sivori Martinez,Instituto de Fundamentos y Métodos en Psicología,8888,Lourdes Susana Salvo Sosa,Instituto de Psicología Clínica,11
Aproximación a las subjetividades de padres y madres en relación a la crianza y cuidado de sus hijos e hijas,11/04/2016,Pre-proyecto de investigación,8839,Gustavo Daniel Conde Rosito,Instituto de Psicología de la Salud,8953,Victor Alberto Giorgi Gomez,Instituto de Psicología Clínica,10
Transmisión Generacional y Transgeneracional. El secreto en la familia a través del tiempo,11/04/2016,Monografía,8721,Adriana Maria Tortorella Boliolo,Instituto de Psicología Clínica,9006,Maria Nelly Rodriguez Ricciuto,Instituto de Psicología de la Salud,12
Función Paterna,11/04/2016,Monografía,8986,Sandra Gabriela Falero Pereira,Instituto de Psicología Clínica,8866,Julia Beatriz Tabo Vazquez,Instituto de Psicología Clínica,9
Reflexiones en torno a la Integración Escolar,11/04/2016,Monografía,8839,Gustavo Daniel Conde Rosito,Instituto de Psicología de la Salud,8745,Anabel Lilian Beniscelli Taibo,Instituto de Psicología de la Salud,7
"Avances en investigación sobre Explotación Sexual Comercial de Niños, Niñas y Adolescentes en Uruguay. El caso de San José de Mayo",11/04/2016,Monografía,8745,Anabel Lilian Beniscelli Taibo,Instituto de Psicología de la Salud,9006,Victor Alberto Giorgi Gomez,Instituto de Psicología de la Salud,12
